20220129T053049_20220129T053901_T43RFM_ndvi,20220129T053049_20220129T053901_T43RFN_ndvi,20220129T053049_20220129T053901_T43RGM_ndvi,20220129T053049_20220129T053901_T43RGN_ndvi,20220208T052959_20220208T053055_T43RFM_ndvi,20220208T052959_20220208T053055_T43RFN_ndvi,20220208T052959_20220208T053055_T43RGM_ndvi,20220208T052959_20220208T053055_T43RGN_ndvi,20220213T052931_20220213T052930_T43RFM_ndvi,20220213T052931_20220213T052930_T43RFN_ndvi,20220213T052931_20220213T052930_T43RGM_ndvi,20220213T052931_20220213T052930_T43RGN_ndvi,20220218T052849_20220218T053644_T43RFM_ndvi,20220218T052849_20220218T053644_T43RFN_ndvi,20220218T052849_20220218T053644_T43RGM_ndvi,20220218T052849_20220218T053644_T43RGN_ndvi,20220228T052749_20220228T054031_T43RFM_ndvi,20220228T052749_20220228T054031_T43RFN_ndvi,20220228T052749_20220228T054031_T43RGM_ndvi,20220228T052749_20220228T054031_T43RGN_ndvi,20220305T052721_20220305T054013_T43RFM_ndvi,20220305T052721_20220305T054013_T43RFN_ndvi,20220305T052721_20220305T054013_T43RGM_ndvi,20220305T052721_20220305T054013_T43RGN_ndvi,20220310T052649_20220310T053819_T43RFM_ndvi,20220310T052649_20220310T053819_T43RFN_ndvi,20220315T052651_20220315T053616_T43RFM_ndvi,20220315T052651_20220315T053616_T43RFN_ndvi,20220315T052651_20220315T053616_T43RGM_ndvi,20220315T052651_20220315T053616_T43RGN_ndvi,20220320T052649_20220320T053950_T43RFM_ndvi,20220320T052649_20220320T053950_T43RFN_ndvi,20220320T052649_20220320T053950_T43RGM_ndvi,20220320T052649_20220320T053950_T43RGN_ndvi,20220325T052651_20220325T053632_T43RFM_ndvi,20220325T052651_20220325T053632_T43RFN_ndvi,20220325T052651_20220325T053632_T43RGM_ndvi,20220325T052651_20220325T053632_T43RGN_ndvi,20220330T052639_20220330T053927_T43RFM_ndvi,20220330T052639_20220330T053927_T43RFN_ndvi,20220330T052639_20220330T053927_T43RGM_ndvi,20220330T052639_20220330T053927_T43RGN_ndvi,20220404T052651_20220404T053845_T43RFM_ndvi,20220404T052651_20220404T053845_T43RFN_ndvi,20220404T052651_20220404T053845_T43RGM_ndvi,20220404T052651_20220404T053845_T43RGN_ndvi,20220409T052639_20220409T054032_T43RFM_ndvi,20220409T052639_20220409T054032_T43RFN_ndvi,20220409T052639_20220409T054032_T43RGM_ndvi,20220414T052651_20220414T053847_T43RFM_ndvi,20220414T052651_20220414T053847_T43RFN_ndvi,20220414T052651_20220414T053847_T43RGM_ndvi,20220414T052651_20220414T053847_T43RGN_ndvi,20220419T052639_20220419T053615_T43RFM_ndvi,20220419T052639_20220419T053615_T43RFN_ndvi,20220419T052639_20220419T053615_T43RGM_ndvi,20220419T052639_20220419T053615_T43RGN_ndvi,20220424T052651_20220424T053328_T43RFM_ndvi,20220424T052651_20220424T053328_T43RFN_ndvi,20220424T052651_20220424T053328_T43RGM_ndvi,20220424T052651_20220424T053328_T43RGN_ndvi,dtname,State_LGD,Dist_LGD,system:index,stname
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lalitpur,9.0,161.0,000000000000000002c1,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonbhadra,9.0,184.0,000000000000000002c2,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amethi,9.0,640.0,000000000000000002c3,UTTAR PRADESH
,,0.20232477697959977,0.2078787943781694,,,0.15712105582593622,0.17236575952174152,,,0.21447593476790963,0.2266790764537766,,,0.23225471147208243,0.25767646889031987,,,0.26540670886182466,0.2886985813338122,,,0.25599725317843025,0.28136867573912544,,,,,0.19806900367328306,0.22212451830141716,,,0.17957654748769436,0.20905315763779847,,,0.18847362540353388,0.21276775297972447,,,0.15634020324861178,0.1830056250959113,,,0.1523865214345618,0.17178794126304686,,,0.12204673065744305,,,0.10484333198904809,0.11869004974789447,,,0.1018188770492357,0.11243305342248304,,,0.1171150659304653,0.130605346693217,Ghaziabad,9.0,145.0,000000000000000002c4,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sambhal,9.0,659.0,000000000000000002c5,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahoba,9.0,165.0,000000000000000002c6,UTTAR PRADESH
,0.2690702347120395,,0.13226554618780173,,0.2325118695755521,,0.21140058708203618,,0.3086369754427198,,0.26733671706993095,,0.33939870110243187,,0.3055800192595934,,0.3608935754384971,,0.3179250440827982,,0.347472328501029,,0.30774932882319855,,0.3342698010428914,,0.28626850249919544,,0.24745140497312873,,0.24543929220752228,,0.23417025419053947,,0.2509616665473435,,0.24172254336440446,,0.20910805944917998,,0.2119435806401853,,0.17513796728951098,,0.19881482755703245,,0.1363033081580821,,,0.11999864481831603,,0.143507426969839,,0.11038481409907996,,0.1381740194998315,,0.1319767554434251,,0.16498127980648117,Saharanpur,9.0,177.0,000000000000000002c7,UTTAR PRADESH
,,,0.013236944157058075,,,,0.14490614861245713,,,,0.19546412552839623,,,,0.2241314935588722,,,,0.23229164169679442,,,,0.22679759621120116,,,,,,0.1646215976486844,,,,0.1783907205363118,,,,0.18598011727603772,,,,0.1669858497459272,,,,0.16117646289536108,,,,,,,0.0935046957681953,,,,0.12528814307564545,,,,0.1555462572544938,Bijnor,9.0,132.0,000000000000000002c8,UTTAR PRADESH
,,,0.09787223220563318,,,,0.15490939863888156,,,,0.21856385658541755,,,,0.24622488664991668,,,,0.2668335104604936,,,,0.2583617365265967,,,,,,0.2073822593356429,,,,0.19778372718425172,,,,0.2057343104256064,,,,0.18721584612499034,,,,0.17162150265067877,,,,,,,0.12797490075977203,,,,0.13008703085476364,,,,0.16261336048205172,Muzaffarnagar,9.0,172.0,000000000000000002c9,UTTAR PRADESH
,0.19989732310479452,0.2764481275177597,0.22495775739821128,,0.1594261188641022,0.22607999039958765,0.17694678235279124,,0.22967429165329353,0.28407503061274514,0.2514013266897144,,0.24610745288346586,0.30546856955155716,0.2714786790654712,,0.26930636251815654,0.336415485883953,0.30453514001180143,,0.25860961786028064,0.3220741632059581,0.2921175396007534,,0.23461371152143753,,0.22218267304777342,0.24886035802031067,0.24505262997680832,,0.19438025960840608,0.20659282376013904,0.2193878002609161,,0.19573005480644431,0.21558545244923502,0.22324470796368678,,0.1770172954979183,0.1748444920223301,0.19845442117093548,,0.15546785860162268,0.15132420872495958,0.17302103102407532,,0.1312026803208425,0.1248143930014221,,0.11676633233349255,0.10420497060941437,0.12273721247094431,,0.10676211764051484,0.09958230481060784,0.11517220061903972,,0.11849665469496436,0.11528684935237936,0.13014435388440412,Baghpat,9.0,124.0,000000000000000002ca,UTTAR PRADESH
,,0.24690138450590723,0.18020301905762248,,,0.20761177900284938,0.15413806548250422,,,0.26651017549840267,0.2295806301774206,,,0.29209992169273774,0.2533886407459737,,,0.31700917124698075,0.2785396363972916,,,0.3076428301429063,0.27078104019134835,,,,,0.23568045922864417,0.21595345718163358,,,0.21901048164669665,0.199306094623179,,,0.21914904679696426,0.20736931352819069,,,0.1858953305617773,0.18122203326494268,,,0.18002668724169474,0.16802430325110146,,,0.1309256571019325,,,0.11588176947150543,0.11772527397867424,,,0.12013348448570148,0.12262203236235092,,,0.1405520286912463,0.14690697582924087,Meerut,9.0,169.0,000000000000000002cb,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moradabad,9.0,171.0,000000000000000002cc,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rampur,9.0,176.0,000000000000000002cd,UTTAR PRADESH
,0.29108457800398374,,0.24822099613842932,,0.2371389743356726,,0.19902957989386658,,0.31257177556796734,,0.27796444049026214,,0.340775880929791,,0.30509682338487293,,0.35541273047661703,,0.3267454420020863,,0.3377664870923815,,0.31340927725958295,,0.3000286955375797,,0.26557635015459546,,0.2577433892497058,,0.220427942975436,,0.22379575819004202,,0.21573002418603568,,0.23222271198583969,,0.17659230671430906,,0.20223736103372694,,0.1455710862453806,,0.18050191170751395,,0.12077930833042623,,,0.11391937975149834,,0.13623989347503834,,0.10172627486720386,,0.1261560833210773,,0.11470842207098067,,0.1489806986340416,Shamli,9.0,660.0,000000000000000002ce,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balrampur,9.0,127.0,000000000000000002cf,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamirpur,9.0,149.0,000000000000000002d0,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pratapgarh,9.0,174.0,000000000000000002d1,UTTAR PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uttar Kashi,5.0,57.0,000000000000000002d2,UTTARAKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chamoli,5.0,47.0,000000000000000002d3,UTTARAKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dehradun,5.0,49.0,000000000000000002d4,UTTARAKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tehri Garhwal,5.0,55.0,000000000000000002d5,UTTARAKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rudraprayag,5.0,54.0,000000000000000002d6,UTTARAKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pithoragarh,5.0,53.0,000000000000000002d7,UTTARAKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bageshwar,5.0,46.0,000000000000000002d8,UTTARAKHAND
,,,0.012499597734707598,,,,0.14729584515479843,,,,0.18879395466849633,,,,0.22771098472686013,,,,0.23897694278526604,,,,0.23233791861876038,,,,,,0.17367743105478853,,,,0.193319252989812,,,,0.1972294955121668,,,,0.17463497309979006,,,,0.17702688766552613,,,,,,,0.11753479468433334,,,,0.12964030242730643,,,,0.157947250720293,Haridwar,5.0,50.0,000000000000000002d9,UTTARAKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garhwal,5.0,52.0,000000000000000002da,UTTARAKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Almora,5.0,45.0,000000000000000002db,UTTARAKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nainital,5.0,51.0,000000000000000002dc,UTTARAKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Champawat,5.0,48.0,000000000000000002dd,UTTARAKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udham Singh Nagar,5.0,56.0,000000000000000002de,UTTARAKHAND
